targeting_type,type
In-Market Audiences,Travel > Trips by Destination > Trips to north America > Trips to the US > Trips to San Antonio
In-Market Audiences,Travel > Trips by Destination > Trips to north America > Trips to the US > Trips to Savannah
In-Market Audiences,Travel > Trips by Destination > Trips to north America > Trips to the US > Trips to Seattle
In-Market Audiences,Travel > Trips by Destination > Trips to north America > Trips to the US > Trips to St. Louis
In-Market Audiences,Travel > Trips by Destination > Trips to north America > Trips to the US > Trips to Tucson
In-Market Audiences,"Travel > Trips by Destination > Trips to north America > Trips to the US > Trips to Washington, D.C."
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Doha
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Egypt
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Israel
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Jeddah
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Jordan
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Kenya
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Kuwait
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Lebanon
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Morocco
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Riyadh
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to South Africa
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to South Africa > Trips to Cape Town
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to South Africa > Trips to Johannesburg
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to Tehran
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to the United Arab Emirates
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to the United Arab Emirates > Trips to Abu Dhabi
In-Market Audiences,Travel > Trips by Destination > Trips to the Middle East & Africa > Trips to the United Arab Emirates > Trips to Dubai
In-Market Audiences,Travel > Vacation Packages
Detailed Demographics,Parental Status > Parents > Parents of Infants (0-1 years)
Detailed Demographics,Parental Status > Parents > Parents of Toddlers (1-3 years)
Detailed Demographics,Parental Status > Parents > Parents of Preschoolers (4-5 years)
Detailed Demographics,Parental Status > Parents > Parents of Grade-Schoolers (6-12 years)
Detailed Demographics,Parental Status > Parents > Parents of Teens (13-17 years)
Detailed Demographics,Marital Status > Single
Detailed Demographics,Marital Status > In a Relationship
Detailed Demographics,Marital Status > Married
Detailed Demographics,Education > Current College Students
Detailed Demographics,Education > Highest Level of Educational Attainment > High School Graduate
Detailed Demographics,Education > Highest Level of Educational Attainment > Bachelor's Degree
Detailed Demographics,Education > Highest Level of Educational Attainment > Advanced Degree
Detailed Demographics,Homeownership Status > Renters
Detailed Demographics,Homeownership Status > Homeowners
Detailed Demographics,Employment > Company size > Small Employer (1-249 Employees)
Detailed Demographics,Employment > Company size > Large Employer (250-10k Employees)
Detailed Demographics,Employment > Company size > Very Large Employer (10k+ Employees)
Detailed Demographics,Employment > Industry > Construction Industry
Detailed Demographics,Employment > Industry > Education Sector
Detailed Demographics,Employment > Industry > Financial Industry
Detailed Demographics,Employment > Industry > Healthcare Industry
Detailed Demographics,Employment > Industry > Hospitality Industry
Detailed Demographics,Employment > Industry > Manufacturing Industry
Detailed Demographics,Employment > Industry > Real Estate Industry
Detailed Demographics,Employment > Industry > Technology Industry
Topics,Arts & Entertainment
Topics,Arts & Entertainment > Celebrities & Entertainment News
Topics,Arts & Entertainment > Comics & Animation
Topics,Arts & Entertainment > Comics & Animation > Anime & Manga
Topics,Arts & Entertainment > Comics & Animation > Cartoons
Topics,Arts & Entertainment > Comics & Animation > Comics
Topics,Arts & Entertainment > Entertainment Industry
Topics,Arts & Entertainment > Entertainment Industry > Film & TV Industry
Topics,Arts & Entertainment > Entertainment Industry > Film & TV Industry > Film & TV Awards
Topics,Arts & Entertainment > Entertainment Industry > Film & TV Industry > Film & TV Production
Topics,Arts & Entertainment > Entertainment Industry > Recording Industry
Topics,Arts & Entertainment > Entertainment Industry > Recording Industry > Music Awards
Topics,Arts & Entertainment > Entertainment Industry > Recording Industry > Record Labels
Topics,Arts & Entertainment > Events & Listings
Topics,"Arts & Entertainment > Events & Listings > Bars, Clubs & Nightlife"
Topics,Arts & Entertainment > Events & Listings > Concerts & Music Festivals
Topics,Arts & Entertainment > Events & Listings > Event Ticket Sales
Topics,Arts & Entertainment > Events & Listings > Expos & Conventions
Topics,Arts & Entertainment > Events & Listings > Film Festivals
Topics,Arts & Entertainment > Events & Listings > Food & Beverage Events
Topics,Arts & Entertainment > Events & Listings > Live Sporting Events
Topics,Arts & Entertainment > Events & Listings > Movie Listings & Theater Showtimes
Topics,Arts & Entertainment > Fun & Trivia
Topics,Arts & Entertainment > Fun & Trivia > Flash-Based Entertainment
Topics,Arts & Entertainment > Fun & Trivia > Fun Tests & Silly Surveys
Topics,Arts & Entertainment > Humor
Topics,Arts & Entertainment > Humor > Funny Pictures & Videos
Topics,Arts & Entertainment > Humor > Live Comedy
Topics,Arts & Entertainment > Humor > Political Humor
Topics,Arts & Entertainment > Humor > Spoofs & Satire
Topics,Arts & Entertainment > Movies
Topics,Arts & Entertainment > Movies > Action & Adventure Films
Topics,Arts & Entertainment > Movies > Action & Adventure Films > Martial Arts Films
Topics,Arts & Entertainment > Movies > Action & Adventure Films > Superhero Films
Topics,Arts & Entertainment > Movies > Action & Adventure Films > Western Films
Topics,Arts & Entertainment > Movies > Animated Films
Topics,Arts & Entertainment > Movies > Bollywood & South Asian Film
Topics,Arts & Entertainment > Movies > Classic Films
Topics,Arts & Entertainment > Movies > Classic Films > Silent Films
Topics,Arts & Entertainment > Movies > Comedy Films
Topics,Arts & Entertainment > Movies > Cult & Indie Films
Topics,Arts & Entertainment > Movies > Documentary Films
Topics,Arts & Entertainment > Movies > Drama Films
Topics,Arts & Entertainment > Movies > DVD & Video Shopping
Topics,Arts & Entertainment > Movies > DVD & Video Shopping > DVD & Video Rentals
Topics,Arts & Entertainment > Movies > Family Films
Topics,Arts & Entertainment > Movies > Horror Films
Topics,Arts & Entertainment > Movies > Movie Memorabilia
Topics,Arts & Entertainment > Movies > Movie Reference
Topics,Arts & Entertainment > Movies > Movie Reference > Movie Reviews & Previews
Topics,Arts & Entertainment > Movies > Musical Films
Topics,Arts & Entertainment > Movies > Romance Films
Topics,Arts & Entertainment > Movies > Science Fiction & Fantasy Films
Topics,"Arts & Entertainment > Movies > Thriller, Crime & Mystery Films"
Topics,Arts & Entertainment > Music & Audio
Topics,Arts & Entertainment > Music & Audio > CD & Audio Shopping
Topics,Arts & Entertainment > Music & Audio > Classical Music
Topics,Arts & Entertainment > Music & Audio > Country Music
Topics,Arts & Entertainment > Music & Audio > Dance & Electronic Music
Topics,Arts & Entertainment > Music & Audio > Experimental & Industrial Music
Topics,Arts & Entertainment > Music & Audio > Folk & Traditional Music
Topics,Arts & Entertainment > Music & Audio > Jazz & Blues
Topics,Arts & Entertainment > Music & Audio > Jazz & Blues > Blues
Topics,Arts & Entertainment > Music & Audio > Jazz & Blues > Jazz
Topics,Arts & Entertainment > Music & Audio > Music Art & Memorabilia
Topics,Arts & Entertainment > Music & Audio > Music Education & Instruction
Topics,Arts & Entertainment > Music & Audio > Music Equipment & Technology
Topics,Arts & Entertainment > Music & Audio > Music Equipment & Technology > DJ Resources & Equipment
Topics,Arts & Entertainment > Music & Audio > Music Equipment & Technology > Music Recording Technology
Topics,Arts & Entertainment > Music & Audio > Music Equipment & Technology > Musical Instruments
Topics,Arts & Entertainment > Music & Audio > Music Equipment & Technology > Musical Instruments > Drums & Percussion
Topics,Arts & Entertainment > Music & Audio > Music Equipment & Technology > Musical Instruments > Guitars
Topics,Arts & Entertainment > Music & Audio > Music Equipment & Technology > Musical Instruments > Pianos & Keyboards
Topics,Arts & Entertainment > Music & Audio > Music Equipment & Technology > Samples & Sound Libraries
Topics,Arts & Entertainment > Music & Audio > Music Reference
Topics,Arts & Entertainment > Music & Audio > Music Reference > Music Composition & Theory
Topics,Arts & Entertainment > Music & Audio > Music Reference > Sheet Music
Topics,Arts & Entertainment > Music & Audio > Music Reference > Song Lyrics & Tabs
Topics,Arts & Entertainment > Music & Audio > Music Streams & Downloads
Topics,Arts & Entertainment > Music & Audio > Music Videos
Topics,Arts & Entertainment > Music & Audio > Podcasts
Topics,Arts & Entertainment > Music & Audio > Pop Music
Topics,Arts & Entertainment > Music & Audio > Radio
Topics,Arts & Entertainment > Music & Audio > Radio > Talk Radio
Topics,Arts & Entertainment > Music & Audio > Religious Music
Topics,Arts & Entertainment > Music & Audio > Religious Music > Christian & Gospel Music
Topics,Arts & Entertainment > Music & Audio > Rock Music
Topics,Arts & Entertainment > Music & Audio > Rock Music > Classic Rock & Oldies
Topics,Arts & Entertainment > Music & Audio > Rock Music > Hard Rock & Progressive
Topics,Arts & Entertainment > Music & Audio > Rock Music > Indie & Alternative Music
Topics,Arts & Entertainment > Music & Audio > Rock Music > Metal (Music)
Topics,Arts & Entertainment > Music & Audio > Rock Music > Punk (Music)
Topics,Arts & Entertainment > Music & Audio > Soundtracks
Topics,Arts & Entertainment > Music & Audio > Urban & Hip-Hop
Topics,Arts & Entertainment > Music & Audio > Urban & Hip-Hop > Rap & Hip-Hop
Topics,Arts & Entertainment > Music & Audio > Urban & Hip-Hop > Reggaeton
Topics,Arts & Entertainment > Music & Audio > Urban & Hip-Hop > Soul & R&B
Topics,Arts & Entertainment > Music & Audio > Vocals & Show Tunes
Topics,Arts & Entertainment > Music & Audio > World Music
Topics,Arts & Entertainment > Music & Audio > World Music > African Music
Topics,Arts & Entertainment > Music & Audio > World Music > Arab & Middle Eastern Music
Topics,Arts & Entertainment > Music & Audio > World Music > East Asian Music
Topics,Arts & Entertainment > Music & Audio > World Music > Latin American Music
Topics,Arts & Entertainment > Music & Audio > World Music > Latin American Music > Brazilian Music
Topics,Arts & Entertainment > Music & Audio > World Music > Latin American Music > Latin Pop
Topics,Arts & Entertainment > Music & Audio > World Music > Latin American Music > Salsa & Tropical Music
